"Pipeline","Amount","Churn","Contract.Length","Has.Ever.Been.Poc","Country","Tier","Industry","Created.On.Platform","No.Of.Conversations.Q1.To.Q3","Avg.Conversation.Rating.Q1.To.Q3","Avg.No.Of.Conversation.Parts.Q1.To.Q3","Created.Campaigns.Q1.To.Q3","Live.Campaigns.Q1.To.Q3","No.Of.Integrations.Q1.To.Q3","Previous.No.Of.Deals","Percentage.Going.Live","Distinct.Game.Types.Used","Distinct.Live.Game.Types.Used","Avg.Unique.Reg.Rate.Q1.To.Q3","Avg.Time.Spent.Q1.To.Q3","Days.Until.First.Campaign","Days.Until.First.Live.Campaign"
"Newbizz Pipeline",9000,"0",365,"No","FI","B","Pharma / Healthcare",2021,3,5,11.3333333333333,6,1,0,0,0.166666666666667,3,1,0.367182631923119,45.5,63,102
"Newbizz Pipeline",6720.43010752688,"0",575,"No","DK","B","Education (university, online training, schools)",2020,1,5,20,4,0,0,0,0,2,0,0.367182631923119,7.25,83,72.8333333333333
"Renewal sales pipeline",4480.24193548387,"0",366,"No","DK","C","Pharma / Healthcare",2016,1,5,9,3,2,1,0,0.666666666666667,3,2,0.613744075829384,71,36,34
"Newbizz Pipeline",6720.43010752688,"0",458,"No","DK","C","Education (university, online training, schools)",2019,3,4,26.3333333333333,6,2,2,0,0.333333333333333,4,2,0.220572640509014,20.8333333333333,2,66
"Renewal sales pipeline",2506.72043010753,"0",366,"No","NL","B","NGO/interest organisations/labour unions",2018,2,5,13.5,14,3,2,0,0.214285714285714,8,2,0.367182631923119,17.7142857142857,9,68
"Renewal sales pipeline",5013.44086021505,"0",365,"No","NL","B","NGO/interest organisations/labour unions",2018,7,4.8,29.8571428571429,5,3,2,1,0.6,2,2,0.367182631923119,35.1666666666667,14,17
"Newbizz Pipeline",3225.8064516129,"0",426,"No","DK","C","Pharma / Healthcare",2020,6,3.5,21.3333333333333,22,8,2,0,0.363636363636364,8,3,0.367182631923119,31.4545454545455,7,57
"Newbizz Pipeline",4704.30107526882,"0",458,"No","DK","C","NGO/interest organisations/labour unions",2019,0,4.70372488511426,26.0515683679166,7,0,4,0,0,4,0,0.0703947368421053,1.11111111111111,23,272
"Newbizz Pipeline",7392.47311827957,"1",533,"No","DK","B","Retailers",2019,0,4.70372488511426,26.0515683679166,14,3,5,0,0.214285714285714,7,2,0.31723851391736,30.3684210526316,26,91
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","A","Retailers",2017,20,4.83333333333333,35.2777777777778,7,3,2,0,0.428571428571429,3,3,0.443716366804799,23.3333333333333,106,127
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","A","Retailers",2017,1,4.70372488511426,20,3,0,2,1,0,3,0,0.367182631923119,0,59,72.8333333333333
"Renewal sales pipeline",10080.6451612903,"0",366,"No","DK","Enterprise","B2B",2018,7,5,19.8571428571429,4,0,3,0,0,3,0,0.21150263820852,41.25,33,274
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","B2B",2018,9,4.8,35.8888888888889,3,0,1,1,0,3,0,0.367182631923119,0,144,72.8333333333333
"Renewal sales pipeline",3360.21505376344,"1",365,"No","DK","C","Retailers",2018,8,5,26.5,9,5,3,0,0.555555555555556,5,3,0.374632071280198,23.7142857142857,13,26
"Renewal sales pipeline",40107.5268817204,"0",365,"No","FI","Enterprise","Consumer brands",2019,8,4.33333333333333,17.5714285714286,21,13,3,1,0.619047619047619,12,10,0.335451183878088,52.3333333333333,3,41
"Renewal sales pipeline",6451.61290322581,"0",365,"No","DK","B","Financial services",2015,1,4.70372488511426,39,7,4,1,1,0.571428571428571,3,4,0.4,107.142857142857,1,214
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2016,2,4.5,8.5,6,4,3,1,0.666666666666667,2,2,0.367182631923119,55.4444444444444,37,100
"Renewal sales pipeline",5241.93548387097,"1",365,"No","DK","C","NGO/interest organisations/labour unions",2018,4,4.25,52.5,11,7,3,0,0.636363636363636,4,3,0.367182631923119,58.0555555555556,7,22
"Renewal sales pipeline",4032.25806451613,"0",365,"No","DK","C","Retailers",2016,16,4.66666666666667,27,28,14,6,1,0.5,8,4,0.533210536981672,34.62,42,67
"Newbizz Pipeline",8021.50537634409,"1",366,"No","FI","C","Financial services",2019,0,4.70372488511426,26.0515683679166,12,5,4,0,0.416666666666667,6,2,0.65943283023429,73.7368421052632,10,44
"Newbizz Pipeline",16801.0752688172,"0",366,"Yes","DK","Enterprise","Consumer brands",2019,12,4.5,20.0909090909091,16,8,1,0,0.5,7,4,0.752131168601933,34.125,8,57
"Renewal sales pipeline",9984.7688172043,"0",365,"Yes","DK","Enterprise","Consumer brands",2020,29,4.6,38,27,9,1,1,0.333333333333333,11,4,0.261476745353955,42.8888888888889,6,29
"Renewal sales pipeline",9984.7688172043,"0",365,"Yes","DK","Enterprise","Consumer brands",2019,17,4.375,34.2941176470588,24,7,3,1,0.291666666666667,5,5,0.260782494143357,45.5,17,149
"Renewal sales pipeline",5848.68010752688,"0",214,"Yes","DK","Enterprise","Consumer brands",2019,33,4.33333333333333,44.4333333333333,26,9,5,0,0.346153846153846,8,5,0.372275111829827,46.55,10,9
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","C","Education (university, online training, schools)",2019,4,3.33333333333333,22.5,16,1,1,1,0.0625,10,1,0.43448275862069,27.9375,10,165
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","C","Education (university, online training, schools)",2019,4,4,17,11,3,3,0,0.272727272727273,5,3,0.367182631923119,14.5454545454545,34,157
"Newbizz Pipeline",23118.2795698925,"0",366,"No","UK","A","Retailers",2019,4,5,87,20,11,4,0,0.55,13,8,0.317742380663697,158,13,41
"Newbizz Pipeline",8064.51612903226,"0",474,"No","DK","B","Education (university, online training, schools)",2020,4,4.70372488511426,75.5,3,2,2,0,0.666666666666667,2,1,0.367182631923119,51.6,15,237
"Renewal sales pipeline",5013.44086021505,"0",365,"Yes","FI","B","Pharma / Healthcare",2019,3,5,14.3333333333333,4,1,1,0,0.25,3,1,0.367182631923119,39.75,10,122
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","A","Retailers",2016,6,4.70372488511426,24.3333333333333,57,47,2,1,0.824561403508772,2,2,0.681368535347307,41.0615384615385,2,5
"Renewal sales pipeline",10080.6451612903,"0",366,"No","DK","A","Retailers",2016,15,4.6,30.2142857142857,100,4,5,0,0.04,3,3,0.420128253029282,3.39805825242718,2,16
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","B","Education (university, online training, schools)",2019,11,4.4,27.9,15,4,4,1,0.266666666666667,8,1,0.709302325581395,45.3125,27,179
"Newbizz Pipeline",7392.47311827957,"0",366,"No","DK","B","Education (university, online training, schools)",2019,12,4.4,19.2727272727273,21,0,4,0,0,6,0,0.367182631923119,5.71428571428571,36,72.8333333333333
"Newbizz Pipeline",6720.43010752688,"0",608,"No","DK","B","Travel & Leisure",2019,2,5,9.5,2,1,1,1,0.5,2,1,0.367182631923119,40,15,322
"Newbizz Pipeline",8602.15053763441,"1",366,"No","DK","B","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,5,2,3,0,0.4,3,2,0.331280144295329,39.375,14,48
"Renewal sales pipeline",10752.688172043,"0",485,"No","DK","A","B2B",2019,0,4.70372488511426,26.0515683679166,4,0,1,0,0,3,0,0.367182631923119,31.75,241,72.8333333333333
"Renewal sales pipeline",7392.47311827957,"0",366,"No","DK","B","Retailers",2018,2,4.70372488511426,18.5,13,5,3,0,0.384615384615385,6,3,0.364249409700245,41.2307692307692,13,19
"Newbizz Pipeline",3008.06451612903,"1",366,"No","FI","C","Retailers",2019,0,4.70372488511426,26.0515683679166,4,0,3,0,0,2,0,0.367182631923119,223.833333333333,32,72.8333333333333
"Renewal sales pipeline",8021.50537634409,"0",365,"No","FI","B","Retailers",2019,4,5,19.5,12,9,4,1,0.75,9,7,0.405402056959298,50,41,45
"Newbizz Pipeline",12096.7741935484,"0",366,"No","DK","A","Consumer brands",2019,0,4.70372488511426,26.0515683679166,62,10,8,0,0.161290322580645,7,4,0.259377440639882,47.4779874213836,42,235
"Renewal sales pipeline",4032.25806451613,"0",366,"No","DK","C","B2B",2020,0,4.70372488511426,26.0515683679166,2,0,0,0,0,2,0,0.367182631923119,0,94,72.8333333333333
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","A","Retailers",2017,28,4.91666666666667,25.1538461538462,18,8,5,1,0.444444444444444,13,6,0.291290226710894,21.4166666666667,5,57
"Newbizz Pipeline",7392.47311827957,"1",440,"No","DK","B","NGO/interest organisations/labour unions",2018,1,4.70372488511426,26.0515683679166,4,0,1,0,0,2,0,0.367182631923119,7.25,11,312
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Consumer brands",2018,1,4.70372488511426,26.0515683679166,1,0,0,0,0,1,0,0.367182631923119,0,203,72.8333333333333
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2016,13,5,22.5833333333333,5,4,4,0,0.8,4,4,0.198270966715689,20.5454545454545,2,1
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","Enterprise","Telecommunications / Broadband/internet",2018,15,4.55555555555556,25.5384615384615,10,9,2,0,0.9,4,4,0.411235928595194,44.0909090909091,57,68
"Newbizz Pipeline",7392.47311827957,"0",426,"No","DK","B","Energy / utility",2018,41,4.94117647058824,23.1944444444444,38,13,5,0,0.342105263157895,11,5,0.190824438834696,26.1777777777778,1,67
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","B","Energy / utility",2018,0,4.70372488511426,26.0515683679166,1,1,1,1,1,1,1,0.367182631923119,97,37,72.8333333333333
"Newbizz Pipeline",10752.688172043,"0",365,"Yes","DK","Enterprise","Media & entertainment",2020,4,4.66666666666667,23.25,4,2,6,0,0.5,3,2,0.0617549944779855,94.9090909090909,41,52
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","C","Financial services",2018,3,5,11.6666666666667,16,4,1,1,0.25,10,4,0.365759174183738,22.3125,5,40
"Renewal sales pipeline",4704.30107526882,"0",366,"No","DK","C","Financial services",2018,2,5,19,11,3,2,0,0.272727272727273,7,3,0.25057466378909,73.5,8,20
"Newbizz Pipeline",7930.10752688172,"0",487,"No","DK","B","Travel & Leisure",2019,2,4,10.5,3,0,0,0,0,2,0,0.367182631923119,0,26,72.8333333333333
"Renewal sales pipeline",7930.10752688172,"0",365,"No","DK","B","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,3,3,1,2,1,2,2,0.320602868012877,97.6666666666667,107,121
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","B2B",2019,2,5,19,9,0,0,1,0,3,0,0.871180963572268,63.4444444444444,28,72.8333333333333
"Renewal sales pipeline",5241.93548387097,"0",365,"No","DK","C","B2B",2019,11,5,22.1818181818182,31,3,0,0,0.0967741935483871,8,2,0.716460078961738,82.7096774193548,9,9
"Newbizz Pipeline",9024.1935483871,"1",365,"No","FI","C","Pharma / Healthcare",2020,21,4.83333333333333,20.75,13,8,1,0,0.615384615384615,4,3,0.142857142857143,56.9230769230769,18,46
"Newbizz Pipeline",9139.78494623656,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2021,11,4.42857142857143,27.3636363636364,20,2,3,0,0.1,7,2,0.367182631923119,14.5454545454545,1,37
"Renewal sales pipeline",3024.1935483871,"0",245,"Yes","DK","C","Retailers",2017,1,4.70372488511426,18,2,2,2,1,1,2,2,0.278274973749428,17.3333333333333,33,39
"Newbizz Pipeline",21000,"0",365,"No","FI","Enterprise","B2B",2021,1,5,27,11,1,1,0,0.0909090909090909,4,1,0.70561797752809,7,12,139
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","C","Energy / utility",2019,8,3.4,32.75,8,6,2,0,0.75,3,3,0.421550334496246,57.25,38,96
"Newbizz Pipeline",3360.21505376344,"1",458,"No","DK","C","Education (university, online training, schools)",2019,0,4.70372488511426,26.0515683679166,6,0,0,0,0,3,0,0.367182631923119,0,30,72.8333333333333
"Newbizz Pipeline",4704.30107526882,"0",389,"No","DK","C","Media & entertainment",2019,2,4,55.5,15,1,1,0,0.0666666666666667,9,1,0.165845147345949,5.2,8,62
"Renewal sales pipeline",5645.16129032258,"0",365,"No","DK","B","Retailers",2019,9,5,11.5555555555556,7,2,6,2,0.285714285714286,5,2,0.363558641740571,33.5384615384615,74,79
"Renewal sales pipeline",12000,"0",365,"No","FI","B","Travel & Leisure",2019,1,5,12,14,10,2,1,0.714285714285714,8,8,0.367182631923119,66.125,4,39
"Renewal sales pipeline",6016.12903225806,"0",365,"No","FI","B","Travel & Leisure",2019,1,4.70372488511426,22,23,11,2,0,0.478260869565217,7,2,0.43762147927913,64.125,20,27
"Newbizz Pipeline",3360.21505376344,"1",428,"No","DK","C","NGO/interest organisations/labour unions",2019,0,4.70372488511426,26.0515683679166,6,1,1,0,0.166666666666667,3,1,0.367182631923119,8.16666666666667,5,170
"Newbizz Pipeline",7875,"0",365,"No","FI","C","B2B",2021,7,5,12.4,16,1,2,0,0.0625,5,1,0.367182631923119,18.3333333333333,3,147
"Renewal sales pipeline",10752.688172043,"0",396,"No","DK","A","Pharma / Healthcare",2019,4,4.70372488511426,17.75,14,10,6,0,0.714285714285714,4,2,0.135349520427156,61.1052631578947,82,97
"Renewal sales pipeline",8736.55913978495,"0",365,"No","DK","A","Consumer brands",2019,1,4.70372488511426,28,3,5,0,1,1.66666666666667,1,1,0.367182631923119,5,11,14
"Renewal sales pipeline",8602.15053763441,"0",365,"No","DK","A","Media & entertainment",2019,11,5,29.0909090909091,24,8,3,0,0.333333333333333,7,3,0.658240321220998,20.4583333333333,65,88
"Newbizz Pipeline",13245.5107526882,"0",366,"No","NL","A","Consumer brands",2020,4,5,19,14,2,2,0,0.142857142857143,7,2,0.24,30.3571428571429,43,130
"Newbizz Pipeline",9000,"0",365,"No","FI","B","Media & entertainment",2021,7,5,22.5714285714286,4,1,1,0,0.25,3,1,0.367182631923119,4.25,15,41
"Newbizz Pipeline",3008.06451612903,"0",37,"No","FI","C","Consumer brands",2019,0,4.70372488511426,26.0515683679166,4,2,4,0,0.5,2,2,0.134338588074023,16.6,1,15
"Newbizz Pipeline",4704.30107526882,"0",365,"No","DK","C","Media & entertainment",2020,9,4.33333333333333,22.625,31,9,3,0,0.290322580645161,10,3,0.424278493129895,10.9354838709677,1,8
"Newbizz Pipeline",20053.7634408602,"0",365,"Yes","FI","Enterprise","Financial services",2019,18,4.53333333333333,34.3333333333333,22,19,3,0,0.863636363636364,6,5,0.312504252950614,29.9285714285714,2,14
"Newbizz Pipeline",6048.38709677419,"0",427,"No","DK","A","Education (university, online training, schools)",2019,7,4.75,18.8571428571429,19,3,2,0,0.157894736842105,3,1,0.367182631923119,21.4210526315789,31,122
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","B","B2B",2020,10,4.71428571428571,23.7,22,7,10,0,0.318181818181818,10,5,0.268140021108132,66.3125,10,46
"Newbizz Pipeline",6720.43010752688,"0",374,"No","DK","B","Financial services",2020,3,5,25.6666666666667,15,3,2,0,0.2,5,2,0.244737831613089,58.5,3,62
"Newbizz Pipeline",6720.43010752688,"0",280,"No","DK","B","Education (university, online training, schools)",2021,1,5,35,4,1,2,0,0.25,2,1,0.367182631923119,22.75,13,71
"Newbizz Pipeline",4032.25806451613,"0",427,"No","DK","C","Retailers",2019,26,5,16.6,37,17,7,0,0.459459459459459,9,7,0.524579493824193,81.9672131147541,3,11
"Newbizz Pipeline",15040.3225806452,"0",366,"No","FI","A","Consumer brands",2019,36,4.78571428571429,15.1666666666667,7,2,8,0,0.285714285714286,4,1,0.553627132637821,71.5,28,90
"Renewal sales pipeline",4010.75268817204,"0",365,"No","FI","C","B2B",2019,1,4,16,8,3,2,1,0.375,4,2,0.367182631923119,70,11,29
"Newbizz Pipeline",4010.75268817204,"0",366,"No","FI","C","B2B",2019,2,4.70372488511426,41,5,2,0,0,0.4,3,2,0.367182631923119,18.2,34,46
"Renewal sales pipeline",2005.37634408602,"0",365,"No","FI","C","Media & entertainment",2019,0,4.70372488511426,26.0515683679166,2,0,1,1,0,1,0,0.367182631923119,68.5,3,72.8333333333333
"Renewal sales pipeline",3008.06451612903,"0",365,"No","FI","B","B2B",2019,0,4.70372488511426,26.0515683679166,6,4,5,1,0.666666666666667,6,4,0.311311311311311,50.3,19,135
"Newbizz Pipeline",12032.2580645161,"0",365,"No","FI","B","B2B",2020,10,4.71428571428571,25.8,33,3,4,0,0.0909090909090909,9,2,0.367182631923119,21.9189189189189,15,34
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","A","Retailers",2019,2,5,57,24,18,2,0,0.75,7,6,0.510764266867794,42.3947368421053,25,47
"Newbizz Pipeline",5510.75268817204,"0",517,"No","DK","B","Travel & Leisure",2019,18,5,18.1875,15,4,2,0,0.266666666666667,11,4,0.342651426856337,29.4666666666667,5,25
"Newbizz Pipeline",8021.50537634409,"0",365,"No","DK","A","B2B",2019,60,4.86666666666667,27.5,42,16,6,0,0.380952380952381,17,8,0.176840439222027,56.3207547169811,3,147
"Newbizz Pipeline",23118.2795698925,"0",383,"No","UK","A","Retailers",2019,4,4.5,11.6666666666667,13,6,1,0,0.461538461538462,5,4,0.436162950049178,52.6153846153846,35,88
"Newbizz Pipeline",10026.8817204301,"0",365,"Yes","NL","B","Financial services",2019,2,4,17.5,5,0,4,0,0,3,0,0.367182631923119,23.4545454545455,4,426
"Renewal sales pipeline",10000,"0",365,"Yes","NL","B","Financial services",2019,2,4,23,5,3,3,1,0.6,3,2,0.367182631923119,31.5555555555556,34,39
"Newbizz Pipeline",5241.93548387097,"0",458,"No","DK","C","Retailers",2019,0,4.70372488511426,26.0515683679166,3,0,1,0,0,2,0,0.367182631923119,0,34,72.8333333333333
"Newbizz Pipeline",9247.31182795699,"1",366,"No","UK","C","Consumer brands",2019,7,5,11.2857142857143,14,9,4,0,0.642857142857143,8,6,0.759079189390993,32.7916666666667,9,23
"Newbizz Pipeline",5264.11290322581,"1",456,"No","NL","C","Travel & Leisure",2019,16,4.5,35.2857142857143,22,7,1,0,0.318181818181818,4,3,0.588888888888889,4,19,71
"Renewal sales pipeline",11695.9677419355,"0",365,"Yes","DK","A","Consumer brands",2019,25,4.15384615384615,31.4210526315789,19,14,7,1,0.736842105263158,2,3,0.101605291421068,86.3157894736842,3,30
"Newbizz Pipeline",8064.51612903226,"0",366,"No","DK","B","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,9,1,0,0,0.111111111111111,4,1,0.367182631923119,29.6666666666667,2,67
"Newbizz Pipeline",13440.8602150538,"0",365,"No","DK","A","Travel & Leisure",2021,22,4.86666666666667,29.15,22,4,2,0,0.181818181818182,6,2,0.382799594446353,17.0454545454545,8,98
"Newbizz Pipeline",12096.7741935484,"0",365,"Yes","DK","B","Retailers",2020,34,4.95238095238095,26.0625,19,9,4,0,0.473684210526316,7,3,0.346809020530105,36.3888888888889,18,69
"Newbizz Pipeline",10752.688172043,"0",366,"No","DK","A","Travel & Leisure",2020,5,5,12.8,5,3,4,0,0.6,4,3,0.413941470067919,43.375,18,88
"Renewal sales pipeline",14037.6344086021,"0",365,"No","FI","B","Retailers",2020,11,4.70372488511426,25.4545454545455,22,22,3,1,1,6,7,0.325743082679908,36.9583333333333,10,29
"Newbizz Pipeline",7930.10752688172,"0",378,"No","DK","B","Energy / utility",2020,3,5,29.3333333333333,17,0,1,0,0,2,0,0.367182631923119,99.4117647058823,2,72.8333333333333
"Renewal sales pipeline",10618.2795698925,"0",365,"No","DK","A","Government/Public Sector",2020,3,5,12.3333333333333,12,2,2,1,0.166666666666667,5,2,0.367182631923119,28.1666666666667,8,72.8333333333333
"Newbizz Pipeline",10618.2795698925,"0",396,"No","DK","A","Government/Public Sector",2020,4,4.66666666666667,16.5,14,0,1,0,0,8,0,0.29409435807806,14.0714285714286,5,276
"Newbizz Pipeline",25067.2043010753,"0",365,"No","FI","A","Retailers",2020,12,4.5,26.3333333333333,25,11,5,0,0.44,8,4,0.622032278298784,81.8461538461538,1,44
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","A","Media & entertainment",2020,1,4.70372488511426,20,6,1,8,1,0.166666666666667,2,1,0.367182631923119,3.18181818181818,52,94
"Newbizz Pipeline",6048.38709677419,"0",358,"No","DK","Enterprise","Retailers",2020,13,5,37.5,7,4,2,0,0.571428571428571,4,3,0.349245048370657,28.375,1,119
"Renewal sales pipeline",6048.38709677419,"0",365,"No","DK","Enterprise","Retailers",2020,3,5,35.3333333333333,2,1,0,1,0.5,1,1,0.448611111111111,39,62,77
"Renewal sales pipeline",6720.43010752688,"0",365,"Yes","DK","C","Retailers",2020,38,5,30.8888888888889,14,10,2,1,0.714285714285714,5,3,0.311905834383261,36.5652173913044,96,116
"Newbizz Pipeline",3360.21505376344,"0",270,"Yes","DK","C","Retailers",2020,19,5,95.8947368421053,10,4,3,0,0.4,5,4,0.519055277057991,21.0666666666667,8,31
"Newbizz Pipeline",7392.47311827957,"1",386,"No","DK","B","Government/Public Sector",2020,0,4.70372488511426,26.0515683679166,4,0,0,0,0,2,0,0.367182631923119,0,11,72.8333333333333
"Renewal sales pipeline",6016.12903225806,"0",365,"No","FI","C","Retailers",2019,5,4.70372488511426,22.5,9,6,1,1,0.666666666666667,6,4,0.527911507293265,38.5,7,10
"Newbizz Pipeline",14112.9032258065,"0",338,"No","DK","A","Government/Public Sector",2021,21,4.71428571428571,19.7619047619048,17,3,3,0,0.176470588235294,4,1,0.206593406593407,22.6666666666667,12,53
"Newbizz Pipeline",6517.47311827957,"0",411,"No","FI","C","Consumer brands",2020,6,4.8,23.1666666666667,8,1,0,0,0.125,6,1,0.463733650416171,36.375,16,131
"Renewal sales pipeline",6000,"0",365,"No","DK","B","Financial services",2020,1,5,10,4,1,2,1,0.25,4,1,0.367182631923119,38.5,20,99
"Newbizz Pipeline",12096.7741935484,"0",457,"No","DK","B","Consumer brands",2020,34,5,23.7878787878788,25,10,3,0,0.4,8,5,0.526132076589853,29.9230769230769,20,48
"Newbizz Pipeline",7392.47311827957,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2020,22,4.83333333333333,27.7,12,3,1,0,0.25,5,2,0.303958691910499,10.6666666666667,8,13
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Education (university, online training, schools)",2020,22,4.86666666666667,13.4285714285714,30,4,0,1,0.133333333333333,13,2,0.494520842286205,48.6,20,26
"Newbizz Pipeline",5013.44086021505,"0",485,"No","FI","C","Retailers",2020,1,4.70372488511426,20,4,0,1,0,0,3,0,0.367182631923119,0,5,72.8333333333333
"Newbizz Pipeline",18048.3870967742,"0",365,"Yes","FI","A","Media & entertainment",2020,9,5,26.4444444444444,9,2,0,0,0.222222222222222,4,2,0.324958123953099,24.6666666666667,42,70
"Newbizz Pipeline",7018.81720430107,"1",365,"No","FI","C","Pharma / Healthcare",2020,14,4.66666666666667,25.6153846153846,13,3,4,0,0.230769230769231,4,2,0.399407060700193,32.3076923076923,4,29
"Newbizz Pipeline",14999.9556451613,"0",487,"Yes","DK","A","B2B",2021,0,4.70372488511426,26.0515683679166,2,0,0,0,0,1,0,0.367182631923119,0,4,72.8333333333333
"Newbizz Pipeline",4704.30107526882,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2020,8,4.57142857142857,15.5,93,2,3,0,0.021505376344086,17,2,0.411764705882353,45.3723404255319,3,114
"Newbizz Pipeline",10026.8817204301,"1",365,"No","FI","B","B2B",2020,0,4.70372488511426,26.0515683679166,5,2,1,0,0.4,2,2,0.367182631923119,28.8,13,106
"Newbizz Pipeline",11559.1397849462,"0",365,"No","UK","C","NGO/interest organisations/labour unions",2020,73,4.1,20.4852941176471,76,5,3,0,0.0657894736842105,16,2,0.183680874489383,33.6235294117647,4,31
"Newbizz Pipeline",7392.47311827957,"0",448,"No","DK","B","NGO/interest organisations/labour unions",2020,20,4.5,22.2222222222222,5,2,3,0,0.4,1,1,0.367182631923119,56.625,58,96
"Newbizz Pipeline",8736.55913978495,"0",365,"Yes","DK","C","Travel & Leisure",2020,0,4.70372488511426,26.0515683679166,5,0,0,0,0,4,0,0.367182631923119,0,31,72.8333333333333
"Newbizz Pipeline",20053.7634408602,"0",365,"No","UK","Enterprise","B2B",2020,1,4.70372488511426,26.0515683679166,126,35,6,0,0.277777777777778,6,4,0.213001248125757,37.7322033898305,6,53
"Newbizz Pipeline",13870.9677419355,"0",365,"No","UK","C","Retailers",2020,9,4.8,33.1111111111111,14,6,4,0,0.428571428571429,4,1,0.176580399852633,30.5675675675676,35,96
"Renewal sales pipeline",6900,"0",365,"No","FI","C","Retailers",2020,0,4.70372488511426,26.0515683679166,4,3,3,1,0.75,4,3,0.642517389307565,90.4,7,14
"Newbizz Pipeline",6918.54838709677,"0",365,"No","FI","C","Retailers",2020,7,5,22.1428571428571,18,11,3,0,0.611111111111111,11,8,0.563958593368277,63.7391304347826,4,65
"Newbizz Pipeline",3509.40860215054,"1",365,"No","FI","C","B2B",2020,0,4.70372488511426,26.0515683679166,2,0,1,0,0,2,0,0.367182631923119,233,12,72.8333333333333
"Newbizz Pipeline",34274.1935483871,"0",365,"No","UK","A","Retailers",2021,0,4.70372488511426,26.0515683679166,18,0,1,0,0,10,0,0.367182631923119,0,44,72.8333333333333
"Newbizz Pipeline",7520.16129032258,"0",396,"No","FI","C","NGO/interest organisations/labour unions",2020,15,5,20,13,1,4,0,0.0769230769230769,4,1,0.367182631923119,31.3125,57,193
"Newbizz Pipeline",20161.2903225806,"0",365,"Yes","DK","B","Travel & Leisure",2020,5,5,20.4,11,4,2,0,0.363636363636364,6,2,0.0538184574568884,30.75,6,50
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","B","Media & entertainment",2020,0,4.70372488511426,26.0515683679166,3,0,1,1,0,2,0,0.367182631923119,73,5,72.8333333333333
"Newbizz Pipeline",12096.7741935484,"0",503,"No","DK","A","Travel & Leisure",2020,35,4.80952380952381,30.7142857142857,21,6,5,0,0.285714285714286,7,4,0.312312841920437,64.6875,8,34
"Newbizz Pipeline",22000,"0",365,"Yes","DK","A","B2B",2020,10,4.66666666666667,28.4,24,1,4,0,0.0416666666666667,5,1,0.367182631923119,8.53846153846154,6,72.8333333333333
"Newbizz Pipeline",8064.51612903226,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2021,0,4.70372488511426,26.0515683679166,4,0,0,0,0,3,0,0.367182631923119,0,25,72.8333333333333
"Newbizz Pipeline",5264.11290322581,"0",426,"No","FI","A","Retailers",2020,4,4.70372488511426,19.5,8,4,2,0,0.5,4,4,0.485387179413776,40,24,25
"Newbizz Pipeline",7392.47311827957,"0",396,"No","DK","B","Retailers",2020,21,5,23.6842105263158,12,8,5,0,0.666666666666667,6,2,0.135924711065804,16.7058823529412,8,101
"Newbizz Pipeline",10752.688172043,"0",365,"No","DK","A","Travel & Leisure",2021,33,4.44444444444444,30.875,22,1,6,0,0.0454545454545455,6,1,0.367182631923119,70.5,18,164
"Newbizz Pipeline",11424.7311827957,"0",379,"No","DK","A","Media & entertainment",2021,6,5,11.6666666666667,24,8,3,0,0.333333333333333,7,2,0.39563857686095,26.8529411764706,10,29
"Newbizz Pipeline",9408.60215053763,"0",365,"No","DK","A","Consumer brands",2021,21,4,28.3,71,16,5,0,0.225352112676056,7,6,0.515535854311079,75.4861111111111,13,72
"Newbizz Pipeline",10752.688172043,"0",365,"No","DK","A","Media & entertainment",2021,1,5,48,18,1,1,0,0.0555555555555556,9,1,0.367182631923119,2.05555555555556,12,39
